FID,BRG NO,STRUCTURE_,BRIDGE_NAM,DESCRIPTIO,DESCRIPT_1,DESCRIPT_2,FACI_TYPE_,OPER_STAT_,FEATUREREL,CURRENT_YN,BRDG_TYPE_,COMMENT_,Long,Lat
3959,333,287,<Null>,OVER NEPEAN RIVER,VICTORIA BRIDGE,AT PENRITH,5,O,5/11/2015 0:00:00,Y,SBEAM, ,150.683020999999997,-33.746724000400000
3960,10937,10061,<Null>,UNNAMED CREEK,STEEL CULVERT,<Null>,4,O,5/11/2015 0:00:00,Y,SPIPE, ,147.758569999999992,-35.630479999800002
3961,4084,6315,<Null>,UNNAMED CREEK,6 CELL CULVERT,15.24KM E GRENFELL,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.314510000000013,-33.911499999599997
3962,9640,8967,<Null>,ON EASTERN DISTRIBU,TUNNEL ODEA/LACHL,MOORE PARK,8,O,5/11/2015 0:00:00,Y,PPLNK, ,151.214110000000005,-33.904139999599998
3963,6347,4912,<Null>,LENANES CREEK,BRIDGE OVER,AT MICHELAGO,5,O,5/11/2015 0:00:00,Y,PUNIT, ,149.163759999999996,-35.682119999900003
3964,2154,2151,MORORO BRIDGE NB,CLARENCE RIVER NORTH ARM,BRIDGE ON SH10 NB,MORORO,5,O,5/11/2015 0:00:00,Y,STRUS, ,153.251409999999993,-29.367290000299999
3965,7500,5113,<Null>,WARRAMBUCCA CREEK,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.897050000000007,-35.482639999600003
3966,9946,9445,<Null>,SHARED PATH,BR ON M7 WB,BAULKHAM HILLS,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.958359999999999,-33.758779999799998
3967,3203,3349,<Null>,MIROOL CREEK,BRIDGE,57.8 KM N OF HAY,5,O,5/11/2015 0:00:00,Y,CSLAB, ,144.825478000000004,-34.032853999700002
3968,3453,3476,<Null>,UNNAMED CREEK,CULVERT,8.1KM E OF TUMUT,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.261899999999997,-35.363979999999998
3969,4320,6538,<Null>,UNNAMED CREEK,6 CELL CULVERT,51.37KM W ORANGE,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.624799999999993,-33.193679999799997
3970,10598,9719,<Null>,PROPERTY ACCESS,RC ARCH UNDER SH10,131.3KM N GRAFTON,4,O,5/11/2015 0:00:00,Y,CARCH, ,153.528633000000013,-28.814803999799999
3971,2274,2252,PADDYS CREEK,PADDYS CREEK,CULVERT ON SR65,.47K WEST BANGALOW,4,O,5/11/2015 0:00:00,Y,CCULV, ,153.519319999999993,-28.689009999800000
3972,6007,4659,<Null>,BOYDTOWN CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.871849999999995,-37.107160000400000
3973,5109,7224,<Null>,UNNAMED CREEK,4 CELL CULVERT,43.9KM W BROKN HILL,4,O,5/11/2015 0:00:00,Y,CCULV, ,141.057739999999995,-32.065049999800003
3974,7364,5093,<Null>,MULLENDEREE CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.084959999999995,-35.888609999600000
3975,3717,1595,<Null>,UNNAMED CREEK,3 CELL CULVERT,8.1KM W BOGGABRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.031659999999988,-30.642969999900000
3976,2351,2318,THOMAS E LLEWELLYN,DEEP CREEK,BRIDGE ON SR83,9.56KM STH CASINO,5,O,5/11/2015 0:00:00,Y,PPLNK, ,153.004840999999999,-28.931663000200000
3977,9702,9058,KARUAH RIVER,KARUAH RIVER,NB PBOXG BRIDGE,KARUAH,5,O,5/11/2015 0:00:00,Y,PBOXG, ,151.956729999999993,-32.622060000399998
3978,8742,7898,<Null>,UNNAMED CK,4/2.45/1.52 CCULP,2.84 K E WARNERVALE,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.440763000000004,-33.240724000400000
3979,6744,5053,<Null>,OVER BYAMEE STREET,BRIDGE ON F.6 - S/B,AT DAPTO,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.799500999999992,-34.496713000299998
3980,913,4566,<Null>,OVMR295,INDUSTRIAL PIPE,<Null>,9,O,5/11/2015 0:00:00,Y,STRUS, ,150.881659000000013,-34.470337000299999
3981,4155,6382,<Null>,LAGOON CREEK,BRIDGE,18.85KM W DUBBO,5,O,5/11/2015 0:00:00,Y,CSLAB, ,148.421540001000011,-32.206050000200001
3982,3183,3332,<Null>,MULWALA CANAL,BRIDGE,7.7 KM E DENILIQUIN,5,O,5/11/2015 0:00:00,Y,SBEAM, ,145.030450000000002,-35.555450000199997
3983,1244,904,<Null>,ROSS GULLY,2 CELL CULVERT,14.48KM N MENDOORAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.187639999999988,-31.723600000099999
3984,4982,7147,<Null>,UNNAMED CREEK,7 CELL CULVERT,15.4KM N COBAR,4,O,5/11/2015 0:00:00,Y,CCULV, ,145.880779999999987,-31.368799999800000
3985,9462,8648,<Null>,UNNAMED CREEK,3 CELL CULVERT,49.7KM W PARKES,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.668119999999988,-33.127339999800000
3986,7383,4174,<Null>,UNNAMED CREEK,CULVERT,62 N OF CULCAIRN,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.249570000000006,-35.190169999600002
3987,10294,9505,MYALL LK NAT PK # 2,MYALL LAKES NAT PK,S/B BRIDGE,86.4K N NEWCASTLE,5,O,5/11/2015 0:00:00,Y,CARCH, ,152.203773001000002,-32.494393999700002
3988,9030,8320,<Null>,PAGAN CREEK,BRIDGE,6.28KM N WALGETT,5,O,5/11/2015 0:00:00,Y,PBEAM, ,148.155489999999986,-29.987850000000002
3989,10744,9867,<Null>,HUNTER EXPRESSWAY - F11,PSUTG  BRIDGE,SEAHAMPTON RD,5,O,5/11/2015 0:00:00,Y,PSUTG, ,151.587750000000000,-32.882979999800000
3990,5184,3482, ,BR NO.3 AT,MURRAY R APPROACH,ROBINVALE,5,O,,N,TBEAM, ,142.761932739000002,-34.563164399900003
3991,7411,618,<Null>,RAIL M4 WB RMP& CK,BRE ON NB JROUSE DR,JAMES RUSE DRIVE,5,O,5/11/2015 0:00:00,Y,STROG, ,151.020489999000006,-33.829873999999997
3992,10932,10056,<Null>,STIRLING VALE CREEK,3 CELL CULVERT,10.75 KM W BROKEN H,4,O,5/11/2015 0:00:00,Y,CCULP, ,141.376190000000008,-31.978750000000002
3993,9198,8387,HAYWARD'S BRIDGE,PRINCES HIGHWAY,BRIDGE OVER,AT YALLAH,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.784950000000009,-34.541820000199998
3994,9870,9371,<Null>,REEDY CREEK,BR ON M7 SB,EASTERN CR,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.852100000000007,-33.812700000299998
3995,2700,934,<Null>,UNNAMED CREEK,CULVERT ON SH09,12.65KM NTH GLN INN,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.804930000000013,-29.648389999599999
3996,6737,569,<Null>,STUBBS ST,BR OV F4 AT,AT AUBURN,5,O,5/11/2015 0:00:00,Y,PVSLB, ,151.036991999999998,-33.839177000399999
3997,1346,5349,<Null>,NEW ENGLAND HWY-HW9,STHERN RLY BDGE,91.5KM W OF M/LAND,5,O,5/11/2015 0:00:00,Y,SGIRD, ,150.888239999999996,-32.266253999600004
3998,9237,8410,<Null>,UNNAMED CREEK,3 CELL CULVERT,114.79KM W WLCANNIA,4,O,5/11/2015 0:00:00,Y,CCULV, ,142.267729999000011,-31.771399999800000
3999,10612,9733,<Null>,UNDER BRUXNER HWY,STOCK U/PASS SH16,ALSTONVILLE BYPASS,4,O,5/11/2015 0:00:00,Y,CCULP, ,153.430419999999998,-28.837929999600000
4000,1418,5420,<Null>,UNNAMED CREEK,3/3.65/2.43 CCULV,95.10 K N NEWCASTLE,4,O,5/11/2015 0:00:00,Y,CCULV, ,152.197508999999997,-32.424057000399998
4001,10664,9785,<Null>,FORESHORE RD,PED BR NR BOTNY RD,BANKSMEADOW,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.214672000000007,-33.961859000300002
4002,992,6092,WILLIAMSONS SPRINGS,WILLIAMSONS SPRINGS,BRIDGE,23.61KM E BATHURST,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.828110000000009,-33.446930000199998
4003,8611,7856,<Null>,STOCK EMERGENCY U/P,PPLNK BRIDGE,68.5KM N OF M/BROOK,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.806000000000012,-31.745999999900000
4004,4108,6339,<Null>,UNNAMED CREEK,3 CELL CULVERT,12.28KM NW ORANGE,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.027659999999997,-33.200110000000002
4005,6080,4725,<Null>,UNNAMED CREEK,CULVERT UNDER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.184140000000014,-36.304529999600000
4006,11117,10571,<Null>,UNDER HW19,UNNAMED CREEK,30M NORTH OF MURRELS ROAD,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.142689999999988,-36.126076999900000
4007,4194,6420,<Null>,UNNAMED CREEK,8 CELL CULVERT,1.83KM SW FORBES,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.993799999999993,-33.395880000200002
4008,1348,5351,<Null>,GT NORTHERN-RLY,PUNIT BRIDGE,1.3KM N OF M/BROOK,4,O,5/11/2015 0:00:00,Y,PUNIT, ,150.890449999999987,-32.254240000300001
4009,9489,8786,'TANTANOOLA' CULV,UNNAMED CREEK,3/1.83/0.9 CULVERT,31KM N OF M/BROOK,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.864044000000007,-32.000450999999998
4010,4408,6621,<Null>,K E OF DUBBO SN465,LEVEL CROSSING 22.2,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,148.812209999999993,-32.203209999599999
4011,11419,10441,<Null>,BONDS CR,CULV ON BRINGELLY RD,AUSTRAL,4,A,5/11/2015 0:00:00,Y,<Null>, ,150.815492000000006,-33.951430000099997
4012,6493,4043,APPROACH BR NO 1,BLAND CK NO 1,BRIDGE,STOCKINBINGAL,5,O,5/11/2015 0:00:00,Y,CSLAB, ,147.886269999999996,-34.501210000000000
4013,8509,837,<Null>,OV SILVERWATER RD,BR ON PEARCE ST,AT ERMINGTON,5,O,5/11/2015 0:00:00,Y,PBOXG, ,151.053192999999993,-33.808949999900001
4014,2898,1103,<Null>,UNNAMED CREEK,4 CELL CULVERT,8.21KM S OF MOREE,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.846540000000005,-29.532899999700000
4015,4221,6447,<Null>,UNNAMED CREEK,4 CELL CULVERT,47.01KM N PARKES,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.200160000000011,-32.740000000000002
4016,8501,7831,AT MOUNT HALL ROAD,MOUNT HALL RD,PGIRD BRIDGE N/B,27.53 K N NEWCASTLE,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.763610000000000,-32.762810000199998
4017,8852,8012,<Null>,M2,BR ON MURRAY F RD,BEECROFT,5,O,5/11/2015 0:00:00,Y,PSUTG, ,151.066010000000006,-33.758899999599997
4018,4519,6730,<Null>,BARRAJIN CREEK,4 CELL CULVERT,20.64KM N CANOWNDRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.693240000000003,-33.397959999699999
4019,4207,6433,<Null>,UNNAMED CREEK,4 CELL CULVERT,12.51KM N OF PARKES,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.199170000000009,-33.032120000299997
4020,1784,5711,GLENNIES CREEK,GLENNIES CREEK,XTRUS  BRIDGE,AT MIDDLE FALBROOK,5,O,5/11/2015 0:00:00,Y,XTRUS, ,151.149664999999999,-32.449775999600000
4021,10808,9931,<Null>,DOUBLE CROSSING CK,BRIDGE N/B ON HW10,21.88KM NTH COFF'S,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.193993000000006,-30.136168999999999
4022,10582,9703,<Null>,FLOOD PLAIN NO.1,SB BRIDGE ON SH10,126.7KM N GRAFTON,5,O,5/11/2015 0:00:00,Y,PPLNK, ,153.523519999999991,-28.854909999800000
4023,5574,3626,<Null>, S OF WEST WYALONG,LEVEL CROSSING 1.6K,SN86A,6,O,5/11/2015 0:00:00,Y,<Null>, ,147.197939999999988,-33.924630000000001
4024,8285,4303,<Null>,78.08 KMS S OF,STOCK UNDERPASS,GOULBURN (YASS S1),4,O,5/11/2015 0:00:00,Y,SCULV, ,148.944880000000012,-34.814449999899999
4025,4109,6340,<Null>,UNNAMED CREEK,3 CELL CULVERT,25.95KM W OF ORANGE,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.938260000000014,-33.115880000300002
4026,678,4403,<Null>,OVER BYARONG CREEK,BRIDGE ON SH1,AT WEST WOLLONGONG,5,O,5/11/2015 0:00:00,Y,CBEAM, ,150.864090000000004,-34.433399999899997
4027,9631,8804,<Null>,EAST COWRA,LEVEL CROSSING AT,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,148.706009999999992,-33.829009999800000
4028,10978,10102,<Null>,UNNAMED CK - RYHOPE,PIPE CULVERT - F3,128.118KM,4,O,5/11/2015 0:00:00,Y,CPIPE, ,151.521999999999991,-32.983320000299997
4029,3487,1385,24.41KM WEST WALCHA,OV NORTHERN RAILWAY,BRIDGE ON SH11,"WOOLBROOK,WALCHA RD",5,O,5/11/2015 0:00:00,Y,CSLAB, ,151.358280000000008,-30.960310000200000
4030,3948,1796,<Null>,MYALL PLAINS CREEK,CONCRETE BRIDGE,33.75KM N MENDOORAN,5,O,5/11/2015 0:00:00,Y,PUNIT, ,149.240955000000014,-31.557167000400000
4031,4683,6876,<Null>,UNNAMED CREEK,5 CELL CULVERT,47.88KM NW NYNGAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.882890000999993,-31.224820000099999
4032,9727,8909,<Null>,UNNAMED CREEK,CULVERT,27.4KM N CULCAIRN,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.048319999999990,-35.426419999600000
4033,10630,9751,<Null>,DUFFYS CR 1.1 KM,4 CELL CULVERT,NORTH OF MOREE,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.852293000000003,-29.462514000199999
4034,10640,9761,<Null>,NARELLAN ROAD,PEDBR NEAR HYDE PDE,CAMPBELLTOWN,5,O,5/11/2015 0:00:00,Y,<Null>, ,150.807149998999989,-34.074128999599999
4035,9088,8340,<Null>,UNNAMED CREEK,8 CELL CULVERT,35.2KM S GOONDIWNDI,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.241180000000014,-28.807429999600000
4036,397,331,<Null>,VINEYARD CK,BR ON VICTORIA RD,RYDALMERE,5,O,5/11/2015 0:00:00,Y,PUNIT, ,151.028140000000008,-33.809030000299998
4037,8233,4293,<Null>,UNNAMED CREEK,STEEL PIPE CULVERT,16.8 KM S TARCUTTA,4,O,5/11/2015 0:00:00,Y,SPIPE, ,147.667415000000005,-35.380713999699999
4038,8382,806,<Null>,OV 6005 (M5),PED BR ON MACKENZIE,REVESBY,5,O,5/11/2015 0:00:00,Y,SBOXG, ,151.022944999999993,-33.940969000400003
4039,304,259,<Null>,OVER SH5,EAST BRNO.1 ON RAIL,AT FLEMINGTON,5,O,5/11/2015 0:00:00,Y,STRUS, ,151.063999999999993,-33.856220000000000
4040,67,58,<Null>,UNDER MR165,PEDESTRIAN SUBWAY,AT HUNTLEYS POINT,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.146046000000013,-33.840214999600001
4041,9832,9331,<Null>,HBROOK CR TRBUTRY 1,BR ON SHRD PATH(M7),HINCHINBROOK,5,O,5/11/2015 0:00:00,Y,PUNIT, ,150.858640000000008,-33.924100000400003
4042,8188,4260,<Null>,72.86 KM S GOULBURN,STOCK UNDERPASS,(YASS BYPASS),4,O,5/11/2015 0:00:00,Y,SCULV, ,148.991908999999993,-34.833359999700001
4043,6246,4864,FITZROY BRIDGE,MULWAREE PONDS,BRIDGE OVER,1.9KM N GOULBURN,5,O,5/11/2015 0:00:00,Y,SGIRD, ,149.738740000000007,-34.746090000099997
4044,5451,3510,<Null>,WATERFIELDS CREEK,CULVERT,32.3 KM S HOLBROOK,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.124779999999987,-35.943139999600000
4045,5530,3588,<Null>,GILLENBAH CK,CULVERT,0.5KM S OF SH14,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.532180000000011,-34.766759999599998
4046,10994,10118,<Null>,UNNAMED CREEK,3 CELL CULVERT,85.7K N OF LITHGOW,5,O,5/11/2015 0:00:00,Y,CCULP, ,149.807302999999990,-32.836444000400000
4047,1074,6167,<Null>,JUSTINE CREEK,4 CELL CULVERT,10.81KM N GULGONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.459210000000013,-32.307440000400000
4048,9129,8282,<Null>,CLOTHIERS CREEK #4,BRIDGE ON SH10 S/B,70.9KM NTH. BALLINA,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.517166000000003,-28.319324000300000
4049,314,269,<Null>,OVER DUCK RIVER,BRIDGE ON SH5,AT AUBURN,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.023249999999990,-33.835860000399997
4050,9993,9039,<Null>,UNNAMED CREEK,3X1.8 PIPE CULVERT,FREEMANS WATERHOLE,4,O,5/11/2015 0:00:00,Y,CPIPE, ,151.485129999999998,-33.018140000199999
4051,8199,4269,YELLOW CREEK ROAD,OVER HW2 HUME,BRIDGE,<Null>,5,O,5/11/2015 0:00:00,Y,PVSLB, ,148.930900000000008,-34.807970000099999
4052,1017,6115,<Null>,MULGUNNIA CREEK,CONCRETE BRIDGE,53.22KM S BATHURST,5,O,5/11/2015 0:00:00,Y,PUNIT, ,149.345979999999997,-33.798620000200003
4053,8125,5216,FLOOD PLAIN NO. 4,MULWAREE RIVER,S/B BRIDGE OVER,GOULBURN BY-PASS,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.718780000000010,-34.776620000100003
4054,8781,8121,AT DUMARESQ ISLAND,SOUTH FLOOD CHANNEL,S/B  PPLNK BRIDGE,9.44 K N OF TAREE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.513290000000012,-31.911829999599998
4055,4806,6990,<Null>,BIG WARRAMBOOL NO 2,BRIDGE,55.95KM N WALGETT,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.046490000000006,-29.566530000400000
4056,10623,9744,<Null>,M/NORTH RAIL LINE,PSTUG BRIDGE,EAST MAITLAND,5,O,5/11/2015 0:00:00,Y,PSUTG, ,151.585630000000009,-32.742890000300001
4057,5652,3701,<Null>,BILLABONG CREEK,BRIDGE,CULCAIRN,5,O,5/11/2015 0:00:00,Y,SGIRD, ,147.036599999999993,-35.671130000200002
4058,5135,7238,<Null>,TINCHA CREEK,BRIDGE,8.9 KM N WENTWORTH,5,O,5/11/2015 0:00:00,Y,PPLNK, ,141.852820000000008,-34.054079999899997
4059,9039,8205,MILLERS BR,(E/B)CABARAMATTA CK,BR ON HOXTON PK RD,MILLER,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.873613000000006,-33.927564000300002
4060,8859,8019,<Null>,M2 BUS RAMP,NORTHERN RAILAWY BR,CHELTENHAM,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.082200000000000,-33.766640000099997
4061,2279,2256,BOATHARBOUR BRIDGE,WILSONS CREEK,WIDENED BRG ON SR65,7.43KM EAST LISMORE,5,O,5/11/2015 0:00:00,Y,TDOOL, ,153.333439999999996,-28.777839999699999
4062,2341,2309,BATTENS BITE BRIDGE,SIX MILE CREEK,BRIDGE ON SR83,38.95KM STH CASINO,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.989894999999990,-29.189982000099999
4063,8160,5227,<Null>,OVER SH2,BRIDGE ON MR52,46.3K S OF GOULBURN,5,O,5/11/2015 0:00:00,Y,PVSLB, ,149.256229999999988,-34.787020000299997
4064,4410,6623,<Null>,BENI CK(DEEP CREEK),3 CELL CULVERT,17.22KM NE DUBBO,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.759089999999986,-32.192570000300002
4065,10875,9998,<Null>,BLACK WATERHOLES CK,CULVERT & FAUNA U/PASS,18.3KM NTH OF F3,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.464249999999993,-32.784479999799998
4066,5475,3534, ,ADELONG CREEK,TIMBER BRIDGE,ADELONG,5,S,,N,TBEAM, ,148.066477342000013,-35.308276783200000
4067,1739,5688,<Null>,LODERS CK,PPLNK BRIDGE,23.55K W SINGLETON,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.121791999999999,-32.620994999899999
4068,6334,3978,<Null>,YAVEN YAVEN CREEK,BRIDGE,AT MOUNT ADRAH,5,O,5/11/2015 0:00:00,Y,PUNIT, ,147.893059999999991,-35.208809999800003
4069,512,409,<Null>,OV PARRAMATTA RIVER,BR: SILVERWATER RD,AT SILVERWATER,5,O,5/11/2015 0:00:00,Y,PBOXG, ,151.051179999999988,-33.825010000399999
4070,9093,8247,<Null>,OVER SH10,"BRIDGE, WOOYUNG RD",53.9KM NTH. BALLINA,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.505339999999990,-28.462859999799999
4071,1493,5489,SIMSMETAL & CARGILL,INDUSTRIAL RAILWAY,LEVEL X-ING  SN877P,6.11 K N MAYFIELD W,6,O,5/11/2015 0:00:00,Y,<Null>, ,151.767560000000003,-32.886019999600002
4072,3405,1310,<Null>,SPRING CREEK,BRIDGE 0N SH09,NEAR WALLABADAH,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.809320000000014,-31.577249999999999
4073,5885,3910,<Null>,SIDING,LEVEL CROSSING,YENDA SN385AP,6,O,5/11/2015 0:00:00,Y,<Null>, ,146.198509999999999,-34.247019999599999
4074,1625,5598,<Null>,PRIVATE RAIL LINE,SBEAM BRIDGE,3.07 K W OF KURRI,5,O,5/11/2015 0:00:00,Y,SBEAM, ,151.465010000000007,-32.815120000199997
4075,3739,1617,<Null>,RAILWAY,BRIDGE,5.5KM SE NARRABRI,5,O,5/11/2015 0:00:00,Y,PUNIT, ,149.771999999999991,-30.365719999900001
4076,9843,9344,<Null>,M7 STH OF ELIZ DR,PED BR SOUTHERN,CECIL PARK,5,O,5/11/2015 0:00:00,Y,STRUS, ,150.836340000000007,-33.886669999799999
4077,3692,1573,25.43K STH GUNNEDAH,UNNAMED CREEK,CULVERT ON SH29,NEAR BREEZA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.330099999999987,-31.173699999699998
4078,5082,7198,<Null>,UNNAMED CREEK,6 CELL CULVERT,97.8KM W WILCANNIA,4,O,5/11/2015 0:00:00,Y,CCULV, ,142.444700000000012,-31.742749999600001
4079,7355,5920,WALLARAH,WALLARAH CREEK,2/4.0/3.0 CCULV,3.41 K N WARNERVALE,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.471499999999992,-33.212720000200001
4080,1115,870,DENIS MCGRATH BRDGE,CAINBIL CREEK,BRIDGE,29.98KM E DUNEDOO,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.667399999999986,-32.070880000199999
4081,9183,8379,<Null>,UNNAMED CREEK,3 CELL CULVERT,22.1KM W BOGGABRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.942440000000005,-30.577280000399998
4082,10702,9823,RIXS CK NO. 2,NEW ENGLAND HWY,SUTG BRIDGE,6.771KM NTH OF SING,5,O,5/11/2015 0:00:00,Y,<Null>, ,151.128699998999991,-32.519880000400001
4083,6205,4837,<Null>,ROCK CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.411529999999999,-36.406050000400000
4084,922,4575,<Null>,OVER RAILWAY,BR ON FLINDER'S ST,AT PORT KEMBLA NTH,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.889029999999991,-34.472799999599999
4085,8542,7507,<Null>,MR78 (OLYMPIC HWY),BRIDGE,BOOROOMA ST WAGGA,5,O,5/11/2015 0:00:00,Y,PTROG, ,147.357200000000006,-35.078530000199997
4086,972,531,<Null>,WESTERN RLY,W/B BDGE ON GWHWAY,LINDEN,5,O,5/11/2015 0:00:00,Y,SBEAM, ,150.514139999999998,-33.713799999999999
4087,10814,9937,<Null>,HW10 PACIFIC HWY,OVERPASS BRIDGE,25.07KM NTH COFF'S,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.174103000000002,-30.115903999699999
4088,2887,1093,<Null>,UNNAMED CREEK,6 CELL CULVERT,37.48KM S OF MOREE,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.793260000000004,-29.778040000400001
4089,10147,9201,<Null>,UNNAMED CREEK,5 CELL CULVERT,86.11KM N WALGETT,4,O,5/11/2015 0:00:00,Y,CPIPE, ,147.856349999999992,-29.355149999900000
4090,7953,5171,<Null>,OVER GREENHILLS RD,BRIDGE ON SH2-N/B,130.5KM S OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PTROG, ,150.354622000000006,-34.462206000400002
4091,11069,10589,<Null>,AT HW1,STOCK UNDERPASS,AT STH OF GRASSY HILL,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.997919999999993,-36.351020000399998
4092,640,4376,<Null>,OV ACCESS RD+AIS RL,S/B OFFLOAD RAMP,AT UNANDERRA,5,O,5/11/2015 0:00:00,Y,PSLAB, ,150.859420000000000,-34.453890000100003
4093,2531,2485,LAWRENCE BRIDGE,SPORTSMAN'S CREEK,BRIDGE ON RR152,LAWRENCE,5,O,5/11/2015 0:00:00,Y,XTRUS, ,153.098999999999990,-29.504270000100000
4094,1886,2046,<Null>,UNNAMED CREEK,CULVERT ON SH10,36.62KM S COFF HBR,4,O,5/11/2015 0:00:00,Y,CCULV, ,153.005400000000009,-30.570900000200002
4095,5153,7256,<Null>,UNNAMED CREEK,6 CELL CULVERT,37.5KM SE BROK HILL,4,O,5/11/2015 0:00:00,Y,CCULV, ,141.787080000000003,-32.112540000000003
4096,8055,6053,SLATEY CK,SLATEY CREEK,PPLNK  BRIDGE N/B,135.2KM N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.562027999999998,-32.908543000100003
4097,8963,8134,<Null>,FROG UNDERPASS,1/1.80/1.50 CCULP,104.7 K N NEWCASTLE,4,O,5/11/2015 0:00:00,Y,CCULP, ,152.271099999999990,-32.378959999800003
4098,9135,8743,<Null>,OVER PACIFIC H'WAY,TWEED VALLEY WAY,78.50KM NTH BALLINA,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.528780000000012,-28.255699999699999
4099,8064,6061,STOCKRINGTON RD S/B,STOCKRINGTON ROAD,PPLNK  BRIDGE S/B,142.5KM N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.616379999999992,-32.864172999899999
4100,9107,8261,OVER SH10,OVER PACIFIC H'WAY,BR.ON POTTSVILLE RD,58.5KM NTH. BALLINA,5,O,5/11/2015 0:00:00,Y,CARCH, ,153.518840000000012,-28.428260000400002
4101,11073,10585,<Null>,UNDER HW1,STOCK UNDERPASS,SOUTH OF STONEY CREEK,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.840929999999986,-36.627639999599999
4102,2891,1097,<Null>,GURLEY CREEK,BRIDGE (AB1),27KM S OF MOREE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.803969999999993,-29.684200000200001
4103,1152,901,<Null>,FLY BLOWERS CREEK,4 CELL CULVERT,20.67KM SW DUNEDOO,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.224729999999994,-32.105929999799997
4104,10123,9464,<Null>,SEVEN MILE CREEK,BRIDGE S/B,HUME FREEWAY,5,O,5/11/2015 0:00:00,Y,PSUTG, ,146.984880000000004,-36.017539999699999
